m,TagName,
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2262"
"2012-11-01 00:00:00","java","13630"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6278"
"2012-11-01 00:00:00","c#","12242"
"2012-11-01 00:00:00","c","3198"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12358"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1346"
"2012-11-01 00:00:00","perl","638"
"2012-11-01 00:00:00","ruby","2133"
"2012-11-01 00:00:00","php","11826"
"2012-11-01 00:00:00","python","6401"
"2012-11-01 00:00:00","swift","2"
"2012-12-01 00:00:00","java","12447"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10962"
"2012-12-01 00:00:00","c","2570"
"2012-12-01 00:00:00","python","5765"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5689"
"2012-12-01 00:00:00","javascript","11749"
"2012-12-01 00:00:00","ruby","1906"
"2012-12-01 00:00:00","php","11109"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","555"
"2012-12-01 00:00:00","r","1216"
"2013-01-01 00:00:00","java","13737"
"2013-01-01 00:00:00","c#","12773"
"2013-01-01 00:00:00","c","2908"
"2013-01-01 00:00:00","c++","6046"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","483"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6583"
"2013-01-01 00:00:00","perl","665"
"2013-01-01 00:00:00","javascript","13797"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12912"
"2013-01-01 00:00:00","ruby","2307"
"2013-02-01 00:00:00","php","12594"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c#","12494"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6068"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6733"
"2013-02-01 00:00:00","c","3096"
"2013-02-01 00:00:00","javascript","13635"
"2013-02-01 00:00:00","perl","751"
"2013-02-01 00:00:00","ruby","2223"
"2013-02-01 00:00:00","java","13717"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15940"
"2013-03-01 00:00:00","c#","14249"
"2013-03-01 00:00:00","c","3443"
"2013-03-01 00:00:00","ruby","2562"
"2013-03-01 00:00:00","c++","7189"
"2013-03-01 00:00:00","php","14188"
"2013-03-01 00:00:00","perl","855"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15310"
"2013-03-01 00:00:00","python","7638"
"2013-03-01 00:00:00","r","1850"
"2013-04-01 00:00:00","c#","13902"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7945"
"2013-04-01 00:00:00","c++","7144"
"2013-04-01 00:00:00","java","16253"
"2013-04-01 00:00:00","assembly","332"
"2013-04-01 00:00:00","c","3537"
"2013-04-01 00:00:00","perl","842"
"2013-04-01 00:00:00","javascript","15355"
"2013-04-01 00:00:00","delphi","512"
"2013-04-01 00:00:00","ruby","2465"
"2013-04-01 00:00:00","r","1840"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13477"
"2013-05-01 00:00:00","javascript","15084"
"2013-05-01 00:00:00","java","15331"
"2013-05-01 00:00:00","c#","13502"
"2013-05-01 00:00:00","c","3201"
"2013-05-01 00:00:00","php","13187"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6851"
"2013-05-01 00:00:00","go","143"
"2013-05-01 00:00:00","ruby","2346"
"2013-05-01 00:00:00","python","7828"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","913"
"2013-05-01 00:00:00","r","1784"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13988"
"2013-06-01 00:00:00","assembly","298"
"2013-06-01 00:00:00","c#","12824"
"2013-06-01 00:00:00","c","2950"
"2013-06-01 00:00:00","c++","6204"
"2013-06-01 00:00:00","perl","831"
"2013-06-01 00:00:00","python","7612"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14653"
"2013-06-01 00:00:00","php","12816"
"2013-06-01 00:00:00","ruby","2228"
"2013-06-01 00:00:00","r","1779"
"2013-06-01 00:00:00","swift","3"
"2013-07-01 00:00:00","c++","6591"
"2013-07-01 00:00:00","assembly","299"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14227"
"2013-07-01 00:00:00","php","14449"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3029"
"2013-07-01 00:00:00","python","8639"
"2013-07-01 00:00:00","javascript","16885"
"2013-07-01 00:00:00","perl","966"
"2013-07-01 00:00:00","java","15256"
"2013-07-01 00:00:00","ruby","2448"
"2013-07-01 00:00:00","r","1976"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16898"
"2013-08-01 00:00:00","assembly","214"
"2013-08-01 00:00:00","c","3015"
"2013-08-01 00:00:00","c#","13889"
"2013-08-01 00:00:00","java","15119"
"2013-08-01 00:00:00","php","14445"
"2013-08-01 00:00:00","c++","6267"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","845"
"2013-08-01 00:00:00","python","7959"
"2013-08-01 00:00:00","r","1926"
"2013-08-01 00:00:00","go","208"
"2013-08-01 00:00:00","ruby","2490"
"2013-08-01 00:00:00","swift","3"
"2013-09-01 00:00:00","java","16327"
"2013-09-01 00:00:00","delphi","489"
"2013-09-01 00:00:00","assembly","293"
"2013-09-01 00:00:00","php","14366"
"2013-09-01 00:00:00","c++","6579"
"2013-09-01 00:00:00","c#","13798"
"2013-09-01 00:00:00","c","3406"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17791"
"2013-09-01 00:00:00","ruby","2396"
"2013-09-01 00:00:00","perl","705"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7986"
"2013-09-01 00:00:00","r","1717"
"2013-10-01 00:00:00","assembly","379"
"2013-10-01 00:00:00","c++","7996"
"2013-10-01 00:00:00","java","18801"
"2013-10-01 00:00:00","c#","15235"
"2013-10-01 00:00:00","delphi","524"
"2013-10-01 00:00:00","javascript","19819"
"2013-10-01 00:00:00","c","4246"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","820"
"2013-10-01 00:00:00","ruby","2791"
"2013-10-01 00:00:00","r","2099"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15457"
"2013-10-01 00:00:00","python","9521"
"2013-11-01 00:00:00","java","18840"
"2013-11-01 00:00:00","c#","14639"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18581"
"2013-11-01 00:00:00","assembly","420"
"2013-11-01 00:00:00","c++","8164"
"2013-11-01 00:00:00","c","4300"
"2013-11-01 00:00:00","php","15032"
"2013-11-01 00:00:00","python","9521"
"2013-11-01 00:00:00","ruby","2578"
"2013-11-01 00:00:00","perl","831"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2191"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","450"
"2013-12-01 00:00:00","c++","7036"
"2013-12-01 00:00:00","c","3507"
"2013-12-01 00:00:00","java","17532"
"2013-12-01 00:00:00","c#","13667"
"2013-12-01 00:00:00","python","8488"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","769"
"2013-12-01 00:00:00","javascript","18103"
"2013-12-01 00:00:00","swift","9"
"2013-12-01 00:00:00","r","1911"
"2013-12-01 00:00:00","ruby","2452"
"2013-12-01 00:00:00","php","14562"
"2014-01-01 00:00:00","php","16954"
"2014-01-01 00:00:00","c#","15382"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7711"
"2014-01-01 00:00:00","python","9859"
"2014-01-01 00:00:00","c","3741"
"2014-01-01 00:00:00","delphi","493"
"2014-01-01 00:00:00","javascript","21197"
"2014-01-01 00:00:00","perl","822"
"2014-01-01 00:00:00","java","18754"
"2014-01-01 00:00:00","ruby","2773"
"2014-01-01 00:00:00","r","2357"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21251"
"2014-02-01 00:00:00","assembly","376"
"2014-02-01 00:00:00","c","3981"
"2014-02-01 00:00:00","c#","15155"
"2014-02-01 00:00:00","java","19367"
"2014-02-01 00:00:00","php","16709"
"2014-02-01 00:00:00","c++","7702"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","814"
"2014-02-01 00:00:00","python","9929"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2615"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","453"
"2014-03-01 00:00:00","c#","16229"
"2014-03-01 00:00:00","python","11447"
"2014-03-01 00:00:00","c++","8691"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22050"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4576"
"2014-03-01 00:00:00","perl","935"
"2014-03-01 00:00:00","javascript","22738"
"2014-03-01 00:00:00","php","18496"
"2014-03-01 00:00:00","ruby","2954"
"2014-03-01 00:00:00","r","2816"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4025"
"2014-04-01 00:00:00","perl","841"
"2014-04-01 00:00:00","c#","15381"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20989"
"2014-04-01 00:00:00","assembly","366"
"2014-04-01 00:00:00","javascript","21546"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2741"
"2014-04-01 00:00:00","php","17868"
"2014-04-01 00:00:00","c++","8151"
"2014-04-01 00:00:00","python","10801"
"2014-04-01 00:00:00","swift","4"
"2014-04-01 00:00:00","ruby","2751"
"2014-05-01 00:00:00","java","18042"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3275"
"2014-05-01 00:00:00","python","9284"
"2014-05-01 00:00:00","c++","6810"
"2014-05-01 00:00:00","c#","13956"
"2014-05-01 00:00:00","assembly","332"
"2014-05-01 00:00:00","ruby","2683"
"2014-05-01 00:00:00","javascript","19890"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","815"
"2014-05-01 00:00:00","r","2587"
"2014-05-01 00:00:00","php","14918"
"2014-06-01 00:00:00","java","15977"
"2014-06-01 00:00:00","delphi","414"
"2014-06-01 00:00:00","javascript","18390"
"2014-06-01 00:00:00","python","8939"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12565"
"2014-06-01 00:00:00","c","2778"
"2014-06-01 00:00:00","c++","5688"
"2014-06-01 00:00:00","perl","687"
"2014-06-01 00:00:00","php","13152"
"2014-06-01 00:00:00","r","2402"
"2014-06-01 00:00:00","ruby","2341"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2412"
"2014-07-01 00:00:00","javascript","20213"
"2014-07-01 00:00:00","c++","6291"
"2014-07-01 00:00:00","c#","13737"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17439"
"2014-07-01 00:00:00","c","2843"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14408"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","738"
"2014-07-01 00:00:00","python","9945"
"2014-07-01 00:00:00","r","2642"
"2014-07-01 00:00:00","ruby","2565"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","424"
"2014-08-01 00:00:00","java","15796"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12543"
"2014-08-01 00:00:00","c","2684"
"2014-08-01 00:00:00","c++","5893"
"2014-08-01 00:00:00","perl","689"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9138"
"2014-08-01 00:00:00","javascript","18534"
"2014-08-01 00:00:00","r","2481"
"2014-08-01 00:00:00","php","13313"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2477"
"2014-09-01 00:00:00","c#","12362"
"2014-09-01 00:00:00","assembly","287"
"2014-09-01 00:00:00","c++","6216"
"2014-09-01 00:00:00","python","8795"
"2014-09-01 00:00:00","java","16768"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3240"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18197"
"2014-09-01 00:00:00","perl","689"
"2014-09-01 00:00:00","ruby","2282"
"2014-09-01 00:00:00","php","13475"
"2014-09-01 00:00:00","swift","1907"
"2014-09-01 00:00:00","r","2370"
"2014-10-01 00:00:00","c#","12605"
"2014-10-01 00:00:00","javascript","18976"
"2014-10-01 00:00:00","java","17965"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6853"
"2014-10-01 00:00:00","php","13722"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3812"
"2014-10-01 00:00:00","ruby","2345"
"2014-10-01 00:00:00","perl","646"
"2014-10-01 00:00:00","python","9599"
"2014-10-01 00:00:00","delphi","411"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2782"
"2014-11-01 00:00:00","java","17914"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","388"
"2014-11-01 00:00:00","c#","11918"
"2014-11-01 00:00:00","c++","6580"
"2014-11-01 00:00:00","python","9598"
"2014-11-01 00:00:00","c","3684"
"2014-11-01 00:00:00","ruby","2119"
"2014-11-01 00:00:00","javascript","18040"
"2014-11-01 00:00:00","perl","662"
"2014-11-01 00:00:00","swift","2569"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13146"
"2014-11-01 00:00:00","r","2711"
"2014-12-01 00:00:00","c++","6099"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c#","11130"
"2014-12-01 00:00:00","go","351"
"2014-12-01 00:00:00","php","12451"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9060"
"2014-12-01 00:00:00","c","3163"
"2014-12-01 00:00:00","javascript","17058"
"2014-12-01 00:00:00","perl","569"
"2014-12-01 00:00:00","ruby","2155"
"2014-12-01 00:00:00","java","16438"
"2014-12-01 00:00:00","swift","2497"
"2014-12-01 00:00:00","r","2363"
"2015-01-01 00:00:00","javascript","18588"
"2015-01-01 00:00:00","c","3218"
"2015-01-01 00:00:00","c#","11788"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","java","16587"
"2015-01-01 00:00:00","c++","6145"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13730"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","599"
"2015-01-01 00:00:00","python","9709"
"2015-01-01 00:00:00","r","2696"
"2015-01-01 00:00:00","ruby","2435"
"2015-01-01 00:00:00","swift","3065"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16817"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13619"
"2015-02-01 00:00:00","c","3376"
"2015-02-01 00:00:00","c++","6492"
"2015-02-01 00:00:00","perl","572"
"2015-02-01 00:00:00","c#","11836"
"2015-02-01 00:00:00","python","10228"
"2015-02-01 00:00:00","javascript","18735"
"2015-02-01 00:00:00","r","2979"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2260"
"2015-02-01 00:00:00","swift","3246"
"2015-03-01 00:00:00","assembly","390"
"2015-03-01 00:00:00","javascript","20616"
"2015-03-01 00:00:00","c","3925"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","664"
"2015-03-01 00:00:00","c#","13307"
"2015-03-01 00:00:00","java","19841"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","15046"
"2015-03-01 00:00:00","python","11646"
"2015-03-01 00:00:00","r","3570"
"2015-03-01 00:00:00","c++","7409"
"2015-03-01 00:00:00","ruby","2466"
"2015-03-01 00:00:00","swift","3606"
"2015-04-01 00:00:00","php","15088"
"2015-04-01 00:00:00","java","19877"
"2015-04-01 00:00:00","c++","7162"
"2015-04-01 00:00:00","c","3961"
"2015-04-01 00:00:00","javascript","20973"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13136"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11478"
"2015-04-01 00:00:00","perl","587"
"2015-04-01 00:00:00","ruby","2509"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4032"
"2015-04-01 00:00:00","r","3333"
"2015-05-01 00:00:00","java","18600"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6839"
"2015-05-01 00:00:00","javascript","22225"
"2015-05-01 00:00:00","assembly","372"
"2015-05-01 00:00:00","c#","13418"
"2015-05-01 00:00:00","python","11246"
"2015-05-01 00:00:00","c","3531"
"2015-05-01 00:00:00","r","3433"
"2015-05-01 00:00:00","php","14677"
"2015-05-01 00:00:00","ruby","2510"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","538"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22683"
"2015-06-01 00:00:00","perl","594"
"2015-06-01 00:00:00","java","17907"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13579"
"2015-06-01 00:00:00","r","3438"
"2015-06-01 00:00:00","c","3175"
"2015-06-01 00:00:00","python","11836"
"2015-06-01 00:00:00","php","14471"
"2015-06-01 00:00:00","go","422"
"2015-06-01 00:00:00","c++","6533"
"2015-06-01 00:00:00","ruby","2581"
"2015-06-01 00:00:00","swift","4339"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18747"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14161"
"2015-07-01 00:00:00","c++","6724"
"2015-07-01 00:00:00","ruby","2586"
"2015-07-01 00:00:00","c","2820"
"2015-07-01 00:00:00","php","15493"
"2015-07-01 00:00:00","javascript","24060"
"2015-07-01 00:00:00","perl","591"
"2015-07-01 00:00:00","swift","5159"
"2015-07-01 00:00:00","python","12358"
"2015-07-01 00:00:00","r","3985"
"2015-08-01 00:00:00","c#","13275"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","python","11252"
"2015-08-01 00:00:00","c++","5889"
"2015-08-01 00:00:00","java","17134"
"2015-08-01 00:00:00","go","449"
"2015-08-01 00:00:00","c","2585"
"2015-08-01 00:00:00","delphi","388"
"2015-08-01 00:00:00","javascript","22208"
"2015-08-01 00:00:00","r","3497"
"2015-08-01 00:00:00","ruby","2320"
"2015-08-01 00:00:00","perl","567"
"2015-08-01 00:00:00","swift","5096"
"2015-08-01 00:00:00","php","14339"
"2015-09-01 00:00:00","c","3091"
"2015-09-01 00:00:00","delphi","359"
"2015-09-01 00:00:00","perl","485"
"2015-09-01 00:00:00","javascript","21463"
"2015-09-01 00:00:00","java","16995"
"2015-09-01 00:00:00","go","426"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12943"
"2015-09-01 00:00:00","r","3336"
"2015-09-01 00:00:00","python","10993"
"2015-09-01 00:00:00","php","13599"
"2015-09-01 00:00:00","c++","5925"
"2015-09-01 00:00:00","ruby","2166"
"2015-09-01 00:00:00","swift","4565"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18589"
"2015-10-01 00:00:00","c","3685"
"2015-10-01 00:00:00","c#","12825"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7062"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12523"
"2015-10-01 00:00:00","perl","517"
"2015-10-01 00:00:00","javascript","21877"
"2015-10-01 00:00:00","r","3685"
"2015-10-01 00:00:00","ruby","2196"
"2015-10-01 00:00:00","php","13996"
"2015-10-01 00:00:00","swift","4316"
"2015-11-01 00:00:00","java","17826"
"2015-11-01 00:00:00","javascript","21326"
"2015-11-01 00:00:00","python","12328"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","404"
"2015-11-01 00:00:00","c","3621"
"2015-11-01 00:00:00","c++","7102"
"2015-11-01 00:00:00","c#","12418"
"2015-11-01 00:00:00","perl","475"
"2015-11-01 00:00:00","php","13405"
"2015-11-01 00:00:00","ruby","1962"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3542"
"2015-11-01 00:00:00","swift","4329"
"2015-12-01 00:00:00","java","16591"
"2015-12-01 00:00:00","c#","12176"
"2015-12-01 00:00:00","c++","6574"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21140"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3094"
"2015-12-01 00:00:00","php","13854"
"2015-12-01 00:00:00","perl","488"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3183"
"2015-12-01 00:00:00","python","11673"
"2015-12-01 00:00:00","ruby","2031"
"2015-12-01 00:00:00","swift","4389"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16677"
"2016-01-01 00:00:00","c#","12400"
"2016-01-01 00:00:00","c","3053"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6115"
"2016-01-01 00:00:00","php","14662"
"2016-01-01 00:00:00","perl","459"
"2016-01-01 00:00:00","ruby","2149"
"2016-01-01 00:00:00","javascript","22563"
"2016-01-01 00:00:00","python","12382"
"2016-01-01 00:00:00","swift","4803"
"2016-01-01 00:00:00","r","3540"
"2016-02-01 00:00:00","c#","12771"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13277"
"2016-02-01 00:00:00","c++","6574"
"2016-02-01 00:00:00","java","17889"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3283"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22522"
"2016-02-01 00:00:00","perl","507"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","15000"
"2016-02-01 00:00:00","swift","4762"
"2016-02-01 00:00:00","r","3601"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19956"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13650"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3461"
"2016-03-01 00:00:00","r","4049"
"2016-03-01 00:00:00","python","14095"
"2016-03-01 00:00:00","perl","471"
"2016-03-01 00:00:00","javascript","24141"
"2016-03-01 00:00:00","php","15209"
"2016-03-01 00:00:00","c++","7046"
"2016-03-01 00:00:00","ruby","2266"
"2016-03-01 00:00:00","swift","5091"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13751"
"2016-04-01 00:00:00","python","13691"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19532"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6913"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","497"
"2016-04-01 00:00:00","javascript","23496"
"2016-04-01 00:00:00","ruby","2215"
"2016-04-01 00:00:00","php","14541"
"2016-04-01 00:00:00","r","4131"
"2016-04-01 00:00:00","swift","4770"
"2016-05-01 00:00:00","javascript","23054"
"2016-05-01 00:00:00","c#","13543"
"2016-05-01 00:00:00","c","2726"
"2016-05-01 00:00:00","python","13148"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17089"
"2016-05-01 00:00:00","ruby","2132"
"2016-05-01 00:00:00","c++","6147"
"2016-05-01 00:00:00","php","14515"
"2016-05-01 00:00:00","r","3803"
"2016-05-01 00:00:00","go","581"
"2016-05-01 00:00:00","perl","495"
"2016-05-01 00:00:00","swift","4440"
"2016-06-01 00:00:00","java","15950"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3867"
"2016-06-01 00:00:00","php","13715"
"2016-06-01 00:00:00","c","2309"
"2016-06-01 00:00:00","c#","13096"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c++","5731"
"2016-06-01 00:00:00","javascript","22192"
"2016-06-01 00:00:00","go","550"
"2016-06-01 00:00:00","perl","444"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12938"
"2016-06-01 00:00:00","swift","4813"
"2016-07-01 00:00:00","c++","5482"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12046"
"2016-07-01 00:00:00","java","14972"
"2016-07-01 00:00:00","javascript","22232"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2351"
"2016-07-01 00:00:00","ruby","1905"
"2016-07-01 00:00:00","php","12978"
"2016-07-01 00:00:00","swift","4950"
"2016-07-01 00:00:00","perl","425"
"2016-07-01 00:00:00","python","12854"
"2016-07-01 00:00:00","r","3747"
"2016-08-01 00:00:00","python","12935"
"2016-08-01 00:00:00","java","15211"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22710"
"2016-08-01 00:00:00","c","2219"
"2016-08-01 00:00:00","c#","12755"
"2016-08-01 00:00:00","perl","462"
"2016-08-01 00:00:00","ruby","1882"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5026"
"2016-08-01 00:00:00","php","12937"
"2016-08-01 00:00:00","swift","4916"
"2016-08-01 00:00:00","go","576"
"2016-08-01 00:00:00","r","3789"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14713"
"2016-09-01 00:00:00","assembly","334"
"2016-09-01 00:00:00","c#","11140"
"2016-09-01 00:00:00","go","513"
"2016-09-01 00:00:00","c","2518"
"2016-09-01 00:00:00","php","12206"
"2016-09-01 00:00:00","python","12370"
"2016-09-01 00:00:00","perl","468"
"2016-09-01 00:00:00","javascript","20479"
"2016-09-01 00:00:00","r","3303"
"2016-09-01 00:00:00","c++","5152"
"2016-09-01 00:00:00","ruby","1928"
"2016-09-01 00:00:00","swift","4880"
"2016-10-01 00:00:00","php","12315"
"2016-10-01 00:00:00","assembly","397"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11484"
"2016-10-01 00:00:00","c++","5991"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3219"
"2016-10-01 00:00:00","python","13526"
"2016-10-01 00:00:00","javascript","20473"
"2016-10-01 00:00:00","java","15370"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","perl","411"
"2016-10-01 00:00:00","swift","4737"
"2016-10-01 00:00:00","r","3787"
"2016-11-01 00:00:00","c","3275"
"2016-11-01 00:00:00","c#","11682"
"2016-11-01 00:00:00","javascript","20546"
"2016-11-01 00:00:00","python","14206"
"2016-11-01 00:00:00","assembly","415"
"2016-11-01 00:00:00","delphi","273"
"2016-11-01 00:00:00","java","15683"
